,Unnamed: 0,run,lumi,hname,metype,entries,xmax,xmin,xbins,ymax,ymin,ybins,good,good_pixel,bin_0,bin_1,bin_2,bin_3,bin_4,bin_5,bin_6,bin_7,bin_8,bin_9,bin_10,bin_11,bin_12,bin_13,bin_14,bin_15,bin_16,bin_17,bin_18,bin_19,bin_20,bin_21,bin_22,bin_23,bin_24,bin_25,bin_26,bin_27,bin_28,bin_29,bin_30,bin_31,bin_32,bin_33,bin_34,bin_35,bin_36,bin_37,bin_38,bin_39,bin_40,bin_41,bin_42,bin_43,bin_44,bin_45,bin_46,bin_47,bin_48,bin_49,bin_50,bin_51,bin_52,bin_53,bin_54,bin_55,bin_56,bin_57,bin_58,bin_59,bin_60,bin_61,bin_62,bin_63,bin_64,bin_65,bin_66,bin_67,bin_68,bin_69,bin_70,bin_71,bin_72,bin_73,bin_74,bin_75,bin_76,bin_77,bin_78,bin_79,bin_80,bin_81,bin_82,bin_83,bin_84,bin_85,bin_86,bin_87,bin_88,bin_89,bin_90,bin_91,bin_92,bin_93,bin_94,bin_95,bin_96,bin_97,bin_98,bin_99,bin_100,bin_101,y_pred,y
159,3623,299325,47,chargeInner_PXLayer_1,3,118280,80000.0,0.0,100,1.0,0.0,1,0,0,0,36,201,326,460,511,579,613,679,798,837,960,1156,1413,1642,1980,2222,2684,3155,3398,3850,4195,4641,4788,5143,5222,5311,4999,5146,4905,4593,4255,3728,3696,3312,2919,2612,2309,1977,1742,1461,1382,1174,1013,831,774,686,618,553,487,455,402,382,328,303,294,281,216,242,201,170,177,159,169,111,129,120,132,122,97,104,91,90,74,74,76,58,69,64,67,58,53,60,52,44,42,48,29,31,26,22,27,20,27,19,18,22,21,24,6,14,388,0.22438718,2
160,3624,299325,48,chargeInner_PXLayer_1,3,210334,80000.0,0.0,100,1.0,0.0,1,0,0,0,68,404,611,777,911,1042,1148,1249,1359,1480,1705,2085,2444,2953,3396,4029,4755,5596,6280,6936,7510,8119,8556,9113,9154,9205,9015,8990,8688,8141,7654,6883,6497,5856,5217,4603,4040,3527,3087,2718,2370,2068,1821,1564,1372,1250,1083,972,867,818,762,661,603,509,460,445,392,375,319,350,297,290,262,257,220,230,216,189,175,164,164,169,152,159,127,135,103,121,103,96,93,88,97,75,93,75,81,70,51,66,62,38,47,50,45,35,27,34,29,25,662,0.1904751,2
161,3625,299325,49,chargeInner_PXLayer_1,3,212321,80000.0,0.0,100,1.0,0.0,1,0,0,0,63,368,571,846,937,1009,1156,1248,1377,1529,1841,2129,2459,2882,3439,4056,4801,5517,6235,6890,7721,8300,8781,9078,9181,9315,9364,9176,8802,8069,7741,7183,6358,5991,5126,4596,4134,3542,3240,2643,2330,2074,1844,1566,1436,1296,1108,1005,838,814,724,691,571,521,498,451,412,354,376,325,307,291,281,241,263,231,226,210,217,185,164,159,160,140,123,128,93,96,122,89,79,103,88,89,67,63,52,55,55,52,32,51,29,31,43,40,28,27,30,19,634,0.20562175,2
162,3626,299325,50,chargeInner_PXLayer_1,3,213529,80000.0,0.0,100,1.0,0.0,1,0,0,0,78,365,634,808,946,1064,1139,1217,1416,1555,1788,2248,2482,2960,3607,4186,4676,5570,6346,6915,7810,8203,8753,9036,9446,9299,9153,9005,8785,8286,7790,7190,6499,5969,5334,4680,4100,3573,3156,2687,2436,2063,1805,1579,1421,1233,1073,1013,884,781,734,657,610,544,457,460,407,385,351,332,314,284,284,238,224,241,197,192,175,201,166,183,158,136,135,126,122,122,99,85,75,91,101,94,68,73,66,65,53,54,43,45,33,47,39,43,28,37,28,36,749,0.15430193,2
163,3627,299325,51,chargeInner_PXLayer_1,3,216797,80000.0,0.0,100,1.0,0.0,1,0,0,0,70,335,626,776,963,995,1209,1242,1366,1570,1735,2197,2542,3016,3607,4036,4931,5495,6404,7124,7865,8399,8917,9159,9573,9542,9391,9256,8891,8366,7853,7105,6641,5860,5398,4844,4183,3766,3211,2864,2400,2161,1832,1609,1484,1210,1198,1033,876,797,707,714,657,530,484,478,449,377,390,336,298,272,269,245,257,219,243,231,194,192,200,188,134,132,142,124,120,130,115,90,118,124,73,91,85,72,75,66,87,53,46,55,35,42,38,38,34,32,42,36,715,0.31948468,2
164,3628,299325,52,chargeInner_PXLayer_1,3,214857,80000.0,0.0,100,1.0,0.0,1,0,0,0,76,335,633,833,897,987,1146,1223,1346,1551,1793,2110,2486,2912,3461,4193,4685,5523,6262,6807,7750,8402,8911,9161,9364,9530,9411,9267,8724,8356,7878,7308,6622,5906,5237,4646,4183,3645,3297,2790,2469,2094,1911,1640,1433,1250,1147,1003,890,811,692,644,623,512,449,482,387,375,382,396,291,309,285,243,243,284,240,204,185,201,169,147,149,141,130,125,145,107,123,102,109,84,94,79,74,72,73,63,74,52,41,32,42,37,30,48,25,22,23,16,707,0.46664774,2
165,3634,299325,145,chargeInner_PXLayer_1,3,203622,80000.0,0.0,100,1.0,0.0,1,0,0,0,68,377,599,736,881,984,1047,1120,1266,1485,1675,2005,2291,2864,3315,3924,4759,5342,5933,6707,7325,7805,8514,8784,8892,8861,8782,8581,8446,7779,7291,6858,6151,5687,5105,4494,3976,3469,3053,2637,2284,1941,1771,1514,1379,1214,1048,937,879,724,710,627,561,501,468,457,379,383,366,331,310,282,267,233,207,221,196,208,181,183,163,145,135,126,107,124,99,111,106,102,94,94,79,80,78,65,58,49,67,56,33,62,49,46,25,29,36,41,23,48,662,0.29724273,2
166,3859,299325,103,chargeInner_PXLayer_1,3,183992,80000.0,0.0,100,1.0,0.0,1,0,0,0,72,288,498,630,738,920,972,975,1163,1308,1511,1776,2083,2533,3011,3593,4166,4701,5217,6017,6613,7264,7559,8026,8063,8173,8173,7949,7517,7179,6906,6098,5536,5085,4553,4052,3555,3075,2639,2354,2117,1778,1616,1369,1211,1079,962,842,746,655,618,515,495,450,458,372,374,345,279,291,251,279,235,241,204,222,172,172,182,156,136,143,140,143,141,121,108,103,93,92,87,75,88,52,73,72,55,46,48,46,50,37,38,29,40,19,23,27,38,31,571,0.41175434,2
167,3860,299325,104,chargeInner_PXLayer_1,3,174429,80000.0,0.0,100,1.0,0.0,1,0,0,0,63,292,493,630,713,783,901,985,1090,1289,1428,1692,2041,2428,2889,3304,3965,4441,5014,5757,6281,6781,7157,7459,7672,7649,7746,7550,7079,6713,6383,5767,5334,4968,4288,3942,3381,2892,2496,2255,2015,1684,1431,1273,1170,995,910,837,734,663,615,568,456,446,445,392,340,300,290,263,253,231,234,210,198,186,174,172,196,139,145,120,124,133,114,108,89,92,90,82,74,89,70,57,62,61,46,60,52,46,53,44,38,38,29,31,38,34,25,19,555,0.4088975,2
168,3863,299325,107,chargeInner_PXLayer_1,3,201112,80000.0,0.0,100,1.0,0.0,1,0,0,0,62,337,519,693,830,921,949,1098,1244,1345,1622,1922,2292,2650,3217,3745,4478,5092,5993,6569,7117,7944,8195,8786,8838,9025,8955,8681,8225,7941,7359,6764,6339,5637,4985,4481,3840,3413,2910,2514,2284,1998,1708,1560,1311,1171,1083,856,853,744,723,644,554,480,531,453,422,397,332,268,299,261,277,235,209,227,195,194,160,156,175,170,164,145,123,135,112,94,89,95,87,92,80,61,77,59,68,70,49,40,46,48,41,48,35,34,34,31,26,29,643,0.7648201,2
169,3864,299325,108,chargeInner_PXLayer_1,3,208066,80000.0,0.0,100,1.0,0.0,1,0,0,0,94,317,573,774,907,980,1111,1169,1308,1493,1715,2050,2390,2861,3356,4032,4686,5455,6043,6752,7583,8105,8689,8824,9157,9167,9031,8864,8553,8016,7608,6916,6386,5824,5149,4566,4099,3517,3053,2641,2273,2076,1779,1622,1436,1238,1064,916,862,788,673,622,556,535,469,451,393,389,362,317,320,302,284,266,227,209,199,207,196,159,160,159,148,132,136,128,133,109,105,106,93,91,89,68,77,70,57,56,63,56,48,57,41,32,37,39,37,28,30,27,650,0.34497324,2
170,3865,299325,109,chargeInner_PXLayer_1,3,132464,80000.0,0.0,100,1.0,0.0,1,0,0,0,37,221,350,505,582,592,658,749,824,953,1073,1218,1456,1788,2112,2476,3014,3381,3791,4384,4892,5148,5505,5625,5847,5857,5877,5683,5416,5172,4812,4510,4153,3644,3353,2956,2570,2295,1901,1707,1500,1254,1123,969,811,778,658,608,554,498,487,438,393,329,295,271,257,258,231,202,166,178,195,170,164,144,125,129,134,127,132,108,106,70,67,98,70,72,62,55,61,40,59,43,34,49,42,40,33,46,33,21,24,35,24,22,23,19,20,11,412,0.6191986,2
171,3866,299325,174,chargeInner_PXLayer_1,3,161982,80000.0,0.0,100,1.0,0.0,1,0,0,0,64,238,459,577,722,772,788,866,1024,1117,1329,1621,1896,2174,2721,3143,3639,4130,4924,5355,5851,6344,6711,6872,7305,7311,7261,6923,6671,6322,5930,5407,4787,4416,3947,3465,3098,2660,2387,2064,1713,1571,1390,1193,1095,934,839,782,692,634,542,498,448,404,346,347,330,286,246,272,257,237,192,181,180,162,162,132,140,139,147,113,126,103,99,93,66,94,73,82,71,69,58,58,65,68,42,38,54,44,40,38,36,29,37,23,26,23,19,16,497,0.18895024,2
172,3867,299325,175,chargeInner_PXLayer_1,3,206579,80000.0,0.0,100,1.0,0.0,1,0,0,0,65,314,592,746,808,983,1024,1166,1233,1477,1750,2031,2307,2886,3440,3918,4569,5450,6158,6846,7657,8140,8511,8766,9207,9228,9082,8726,8493,7995,7576,6830,6311,5695,5119,4473,4107,3387,2983,2551,2286,2033,1792,1503,1270,1176,1072,949,899,782,663,600,604,506,516,455,407,381,312,316,302,263,264,260,252,237,193,199,185,202,178,153,166,136,130,117,103,103,118,109,93,97,90,80,89,74,72,56,58,49,43,45,46,37,37,41,35,30,29,27,659,0.26031542,2
173,3868,299325,177,chargeInner_PXLayer_1,3,204118,80000.0,0.0,100,1.0,0.0,1,0,0,0,76,347,573,723,800,931,1008,1196,1336,1427,1720,1948,2376,2881,3336,3903,4626,5252,6048,6741,7405,8071,8404,8645,8966,8994,8838,8798,8422,7885,7417,6893,6238,5691,5135,4401,3953,3425,2971,2636,2295,1911,1829,1539,1307,1165,1104,943,867,714,667,645,554,515,453,403,416,389,338,329,310,288,249,253,200,228,240,175,200,169,174,145,176,146,128,114,118,114,121,96,91,70,83,75,76,64,60,55,54,44,50,37,32,36,33,32,38,31,32,35,627,0.3388213,2
174,3869,299325,178,chargeInner_PXLayer_1,3,206042,80000.0,0.0,100,1.0,0.0,1,0,0,0,79,336,573,798,864,1029,1007,1149,1289,1441,1752,2029,2403,2895,3413,3951,4651,5411,6140,6907,7551,8094,8520,8931,8981,9112,8901,8814,8428,7962,7445,6856,6256,5763,5092,4429,3964,3537,3013,2529,2274,1932,1736,1566,1449,1215,1063,894,843,769,695,603,578,550,473,484,409,390,327,317,277,305,277,258,232,198,202,174,188,177,136,150,143,131,131,144,133,104,107,85,78,93,71,72,71,59,54,58,48,51,39,37,51,31,29,32,26,24,21,28,655,0.16824014,2
175,3870,299325,179,chargeInner_PXLayer_1,3,201164,80000.0,0.0,100,1.0,0.0,1,0,0,0,77,329,557,752,808,910,971,1114,1334,1444,1610,1918,2350,2813,3291,3741,4480,5138,5923,6608,7352,7853,8239,8741,8777,8972,8769,8618,8426,7865,7352,6723,6161,5609,5028,4303,3890,3382,2958,2593,2237,1961,1697,1514,1313,1171,1109,975,802,725,707,588,577,500,473,425,404,369,351,295,267,261,236,244,236,204,202,192,174,149,158,159,133,150,132,111,113,109,104,115,102,88,93,87,63,53,60,68,49,63,50,26,43,50,40,42,37,27,37,18,647,0.44180182,2
176,3871,299325,180,chargeInner_PXLayer_1,3,201449,80000.0,0.0,100,1.0,0.0,1,0,0,0,82,311,556,733,817,954,1087,1068,1275,1416,1630,2036,2342,2701,3314,3935,4573,5179,5950,6561,7215,7855,8564,8598,8902,8958,8730,8652,8266,7859,7375,6731,6226,5493,4834,4387,3952,3384,3038,2543,2245,1969,1773,1537,1360,1150,1019,944,790,724,684,579,532,552,446,395,409,374,351,309,321,271,256,240,239,204,194,204,175,170,157,138,146,128,124,124,119,108,118,95,69,79,91,76,70,56,66,62,65,43,38,43,42,56,34,49,20,33,27,24,651,0.31430003,2
177,3872,299325,184,chargeInner_PXLayer_1,3,208195,80000.0,0.0,100,1.0,0.0,1,0,0,0,77,304,584,767,860,906,1076,1139,1304,1499,1676,2038,2433,2826,3437,4002,4661,5390,6192,6779,7635,8198,8528,9014,9192,9416,9163,8729,8659,8225,7410,7052,6229,5770,5090,4544,4138,3476,3064,2668,2353,1982,1788,1602,1380,1159,1062,967,816,754,682,626,550,555,474,433,418,367,295,312,315,264,257,254,243,210,218,213,189,162,160,175,159,143,135,119,152,108,86,110,97,95,76,76,77,77,70,70,56,40,51,64,41,35,36,42,45,37,38,36,639,0.32598817,2
178,6027,299325,119,chargeInner_PXLayer_1,3,214748,80000.0,0.0,100,1.0,0.0,1,0,0,0,78,371,598,755,973,1099,1175,1243,1384,1612,1852,2127,2515,3111,3563,4050,4880,5592,6369,7105,7677,8430,8629,9221,9230,9532,9330,8938,8743,8237,7726,7210,6583,5986,5407,4740,4070,3586,3140,2750,2454,2112,1836,1579,1433,1329,1048,1044,911,899,763,666,592,533,472,449,408,364,356,298,267,286,263,273,234,235,215,201,196,197,152,154,144,152,134,145,148,116,120,94,101,87,98,86,79,86,59,64,70,53,37,56,48,32,32,41,39,23,30,30,708,0.15372676,2
179,6028,299325,120,chargeInner_PXLayer_1,3,207149,80000.0,0.0,100,1.0,0.0,1,0,0,0,80,366,620,740,839,1035,1154,1155,1339,1464,1792,2025,2435,2989,3371,4105,4672,5341,6192,6725,7513,8164,8444,8832,9170,9072,8915,8843,8392,7957,7535,6956,6310,5606,5180,4576,3973,3397,3078,2655,2211,2103,1789,1559,1389,1187,1053,961,927,710,681,653,574,538,449,477,456,350,359,328,287,289,265,257,261,222,233,194,182,187,158,168,131,154,130,127,103,101,102,93,89,101,78,81,75,63,71,57,58,43,55,48,42,50,40,35,38,32,27,27,634,0.15224199,2
180,8608,299325,26,chargeInner_PXLayer_1,3,210428,80000.0,0.0,100,1.0,0.0,1,0,0,0,77,382,603,772,960,1009,1148,1221,1388,1575,1791,2226,2512,2891,3330,3987,4715,5450,6167,6892,7671,8126,8568,9007,9130,9098,9213,8869,8523,8028,7717,7096,6402,5856,5161,4558,3998,3582,3123,2786,2388,2054,1838,1592,1426,1294,1124,959,828,829,716,676,565,529,446,493,432,389,344,322,312,303,301,248,226,244,219,205,180,190,164,165,171,138,154,108,130,113,108,97,89,96,95,63,71,75,59,64,59,47,43,52,49,38,50,39,38,34,26,28,685,0.1979414,2
181,8612,299325,32,chargeInner_PXLayer_1,3,212639,80000.0,0.0,100,1.0,0.0,1,0,0,0,88,372,658,818,959,1042,1116,1273,1351,1583,1823,2134,2498,2958,3542,4036,4704,5512,6309,6975,7720,8137,8749,9006,9157,9360,9257,9057,8584,8274,7665,7130,6463,5879,5265,4595,4108,3558,3232,2797,2365,2109,1831,1585,1426,1234,1117,1004,893,802,766,704,614,523,495,441,426,399,346,339,281,293,279,248,240,226,230,186,195,180,177,162,129,152,137,141,134,121,114,94,88,90,82,92,95,64,67,46,56,45,51,47,42,41,36,27,31,40,35,24,658,0.17524354,2
182,13948,299325,71,chargeInner_PXLayer_1,3,207905,80000.0,0.0,100,1.0,0.0,1,0,0,0,73,359,570,785,885,1044,1043,1218,1352,1453,1718,2053,2367,2844,3369,4122,4651,5405,6062,6849,7474,8078,8624,8612,9088,9114,9194,8884,8625,8093,7680,6996,6412,5794,5069,4567,4043,3443,3119,2715,2325,2049,1729,1587,1379,1200,1074,982,822,741,701,592,585,554,473,403,404,385,381,292,295,269,255,245,241,228,220,208,167,181,169,166,147,130,151,122,124,130,102,105,89,81,85,78,62,66,61,56,66,55,47,52,47,42,35,37,34,32,19,29,673,0.33071312,2
183,13949,299325,72,chargeInner_PXLayer_1,3,204985,80000.0,0.0,100,1.0,0.0,1,0,0,0,67,367,580,760,819,974,1066,1164,1314,1452,1814,2002,2309,2893,3343,3903,4544,5314,5971,6733,7411,8127,8491,8627,9017,9158,8857,8805,8439,7907,7432,6899,6444,5565,5108,4510,3882,3429,3057,2654,2248,2016,1716,1509,1336,1169,1092,952,859,779,659,628,600,540,438,442,379,365,356,341,275,275,264,263,254,203,211,191,196,178,173,158,144,154,128,137,115,97,110,85,92,88,74,67,73,55,78,67,59,56,50,46,40,38,33,38,30,34,24,34,666,0.29165727,2
184,13950,299325,73,chargeInner_PXLayer_1,3,211954,80000.0,0.0,100,1.0,0.0,1,0,0,0,85,337,615,799,875,1029,1200,1182,1379,1522,1849,2014,2399,2952,3504,4076,4731,5420,6279,6805,7561,8211,8683,9179,9164,9347,9409,9149,8830,8195,7595,7347,6483,5623,5317,4544,4065,3581,3122,2788,2402,2103,1844,1620,1398,1208,1066,984,909,803,720,624,560,549,460,475,434,389,369,312,307,297,221,240,231,227,226,212,197,165,162,149,155,158,133,129,113,119,82,120,101,79,93,90,72,66,63,73,69,60,47,41,44,27,44,42,49,37,32,24,684,0.28779182,2
185,13951,299325,74,chargeInner_PXLayer_1,3,217805,80000.0,0.0,100,1.0,0.0,1,0,0,0,65,371,576,804,945,1011,1172,1240,1414,1596,1833,2093,2569,2921,3589,4256,4882,5644,6227,7176,7800,8566,8922,9200,9541,9670,9562,9283,8912,8569,8009,7300,6648,6080,5283,4767,4151,3753,3211,2832,2380,2182,1817,1610,1477,1280,1118,1051,926,798,714,706,577,567,489,429,469,363,369,328,317,306,291,278,251,250,201,237,198,183,151,167,140,158,140,112,124,114,96,100,105,97,108,75,76,61,64,60,78,62,45,53,45,47,47,41,34,46,30,23,701,0.3386186,2
186,13952,299325,75,chargeInner_PXLayer_1,3,209834,80000.0,0.0,100,1.0,0.0,1,0,0,0,61,331,587,806,890,1029,1063,1208,1377,1462,1686,2009,2392,2894,3455,4039,4632,5425,6220,6879,7484,8224,8757,9002,9278,9216,9209,8877,8774,8155,7567,7062,6405,5772,5210,4511,4003,3588,3156,2783,2370,2064,1794,1571,1413,1244,1101,964,907,773,684,632,562,556,470,440,396,366,351,305,298,281,267,250,219,219,192,205,180,186,153,173,157,133,114,117,118,134,103,116,93,106,86,73,68,82,61,68,56,49,52,45,48,40,35,36,31,32,39,32,646,0.349636,2
187,13953,299325,76,chargeInner_PXLayer_1,3,206733,80000.0,0.0,100,1.0,0.0,1,0,0,0,83,346,590,748,870,917,1151,1162,1342,1468,1682,2013,2429,2795,3464,3893,4687,5359,6200,6802,7426,8035,8399,8993,9184,9069,9151,8919,8446,7887,7602,6869,6292,5640,5034,4497,3843,3548,3126,2660,2381,1958,1807,1544,1373,1191,1076,971,863,762,677,638,563,517,476,481,414,374,348,330,306,251,266,247,260,202,198,199,187,167,199,152,162,132,131,113,117,103,101,97,86,89,81,90,93,66,71,59,61,54,48,44,48,32,38,36,33,41,26,23,659,0.24119568,2
188,13954,299325,181,chargeInner_PXLayer_1,3,207136,80000.0,0.0,100,1.0,0.0,1,0,0,0,67,345,567,748,853,971,1030,1137,1247,1475,1744,1988,2295,2850,3448,4033,4636,5336,6063,6879,7452,8216,8633,9008,9166,9137,9180,8824,8477,8027,7527,6817,6285,5643,5138,4616,3895,3512,3027,2727,2249,2029,1713,1555,1309,1216,1119,978,837,757,693,644,606,515,486,449,413,429,356,325,306,293,269,266,249,237,220,192,176,163,154,144,142,140,138,115,120,123,86,101,105,86,95,76,71,80,67,66,57,58,52,49,33,55,33,31,27,30,36,35,663,0.32437193,2
189,13956,299325,183,chargeInner_PXLayer_1,3,209832,80000.0,0.0,100,1.0,0.0,1,0,0,0,79,348,601,736,893,940,1046,1219,1265,1503,1756,2172,2403,2892,3437,4070,4826,5509,6271,6960,7516,8139,8804,9197,9271,9262,9180,8801,8700,8216,7585,7048,6420,5680,5172,4612,3967,3453,3056,2715,2345,1989,1813,1540,1388,1138,1059,932,865,760,729,586,543,519,452,470,415,395,347,328,289,318,260,259,231,239,190,192,186,189,171,175,125,152,142,111,114,113,125,101,88,89,73,78,82,53,69,57,71,57,47,48,45,46,44,43,33,28,35,35,696,0.15456529,2
190,13957,299325,185,chargeInner_PXLayer_1,3,203187,80000.0,0.0,100,1.0,0.0,1,0,0,0,64,349,573,714,810,961,1026,1140,1269,1392,1599,1908,2323,2831,3237,3908,4504,5313,5985,6770,7511,7905,8406,8829,8962,9126,8916,8743,8332,8023,7461,6699,6213,5657,5041,4332,3904,3388,3029,2595,2293,1998,1690,1577,1326,1160,1042,967,821,765,680,584,545,453,479,423,381,357,313,319,307,269,266,236,220,212,208,199,176,179,174,164,165,126,128,108,110,119,97,89,76,97,83,85,62,71,48,64,58,59,53,39,43,27,39,39,32,21,25,35,658,0.37225008,2
191,13958,299325,186,chargeInner_PXLayer_1,3,200363,80000.0,0.0,100,1.0,0.0,1,0,0,0,62,300,616,728,871,904,975,1127,1226,1410,1623,1860,2269,2765,3183,3876,4379,5224,5885,6706,7175,7890,8181,8654,8872,8869,8823,8574,8183,7949,7307,6760,6137,5605,5039,4362,3902,3356,2952,2542,2255,1976,1774,1484,1298,1164,1043,929,822,756,677,579,567,500,444,427,391,349,335,308,288,278,258,241,222,196,225,193,173,169,165,144,151,122,160,129,120,96,94,85,76,90,77,70,57,65,54,54,47,51,46,61,44,42,41,38,38,28,33,23,620,0.5289857,2
192,13959,299325,187,chargeInner_PXLayer_1,3,206204,80000.0,0.0,100,1.0,0.0,1,0,0,0,60,321,595,791,859,955,1001,1112,1258,1421,1702,2017,2397,2873,3327,4086,4726,5465,6043,6686,7559,7971,8733,8814,9111,9044,9102,8881,8611,7760,7460,7038,6489,5576,5180,4388,4010,3457,2954,2691,2288,1974,1734,1532,1365,1206,1128,896,847,760,640,637,578,494,474,418,394,373,332,317,281,271,278,253,237,213,173,215,183,182,146,140,146,138,138,115,120,114,96,89,91,95,85,89,72,69,64,52,61,50,41,52,33,43,25,26,26,31,31,35,694,0.2908093,2
193,14231,299325,77,chargeInner_PXLayer_1,3,200801,80000.0,0.0,100,1.0,0.0,1,0,0,0,66,340,604,698,864,901,961,1115,1274,1501,1744,1893,2360,2751,3287,3902,4417,5163,5793,6547,7450,7656,8090,8701,8772,8757,8889,8414,8312,7889,7242,6797,6139,5535,4958,4542,3849,3343,3071,2556,2286,1984,1698,1524,1438,1177,1098,936,820,770,694,622,550,481,437,448,418,407,339,317,292,280,256,236,245,208,180,179,188,186,137,161,143,145,142,117,130,91,117,96,86,85,94,91,72,65,64,67,42,50,47,46,51,42,35,30,31,29,23,22,613,0.5080971,2
194,14232,299325,78,chargeInner_PXLayer_1,3,207234,80000.0,0.0,100,1.0,0.0,1,0,0,0,79,344,612,739,893,978,1090,1158,1293,1528,1702,2080,2348,2764,3412,3963,4799,5320,6068,6741,7590,8218,8548,8993,8963,9124,9114,8869,8327,7935,7506,7000,6393,5580,5177,4636,4090,3412,3039,2713,2360,1985,1780,1520,1418,1210,1101,968,874,770,705,625,568,492,463,488,384,385,342,326,312,272,291,255,235,218,222,186,181,169,165,153,153,131,133,103,115,128,115,88,95,81,65,88,73,67,47,64,56,51,55,51,55,41,33,39,29,29,29,31,628,0.2906535,2
195,14233,299325,79,chargeInner_PXLayer_1,3,207610,80000.0,0.0,100,1.0,0.0,1,0,0,0,65,319,571,770,874,977,1072,1153,1294,1456,1679,2102,2338,2781,3387,3980,4581,5350,6136,6740,7569,8171,8467,8891,9194,9211,9065,8766,8556,8130,7542,6966,6212,5740,5155,4485,4090,3553,3050,2718,2352,2048,1810,1562,1409,1198,1135,963,896,731,727,597,561,518,465,464,402,398,348,330,309,291,266,264,253,247,226,219,204,167,179,174,161,160,134,126,111,113,103,103,95,79,76,69,74,62,74,57,55,52,49,40,37,36,42,39,34,41,32,35,652,0.48889518,2
196,14234,299325,80,chargeInner_PXLayer_1,3,207079,80000.0,0.0,100,1.0,0.0,1,0,0,0,71,370,586,752,908,1057,1047,1195,1297,1483,1716,2056,2380,2915,3447,3910,4623,5182,6087,6731,7709,7990,8436,8868,9173,9215,9217,8914,8505,8073,7375,6936,6240,5683,5125,4501,3938,3511,3097,2683,2266,2065,1739,1497,1363,1245,1064,964,851,837,716,658,585,529,483,459,419,407,342,308,323,262,275,252,250,206,204,205,194,183,140,168,131,133,114,118,98,100,106,98,74,83,81,82,59,61,63,65,61,49,51,46,38,41,39,39,38,24,38,31,657,0.24417566,2
197,14235,299325,81,chargeInner_PXLayer_1,3,210747,80000.0,0.0,100,1.0,0.0,1,0,0,0,80,375,598,788,862,1013,1077,1210,1300,1493,1771,2060,2412,2973,3437,4106,4779,5595,6115,6765,7614,8185,8566,9112,9294,9273,9010,8970,8584,8115,7845,7221,6414,5830,5211,4631,4041,3506,3092,2762,2344,2074,1821,1558,1438,1318,1012,973,841,749,718,662,580,580,466,443,436,390,387,309,291,297,281,237,261,223,209,203,190,208,182,160,147,144,121,147,108,112,121,92,85,100,90,83,71,66,69,69,54,49,38,59,52,36,40,35,46,35,24,33,695,0.34293643,2
198,14236,299325,82,chargeInner_PXLayer_1,3,204245,80000.0,0.0,100,1.0,0.0,1,0,0,0,69,317,599,726,861,950,1091,1150,1326,1470,1694,2033,2380,2835,3329,3973,4549,5237,5970,6723,7462,8055,8495,8754,8852,8938,9100,8884,8243,7951,7342,6857,6259,5510,5123,4395,3918,3577,2974,2593,2169,2024,1726,1594,1348,1196,1047,904,804,782,664,588,605,534,476,446,357,373,335,323,268,274,256,221,231,236,201,191,198,212,160,154,145,151,128,106,94,115,105,97,92,82,104,89,72,77,62,74,60,56,40,52,41,45,34,34,39,34,31,28,697,0.22296436,2
199,14237,299325,83,chargeInner_PXLayer_1,3,208481,80000.0,0.0,100,1.0,0.0,1,0,0,0,73,335,596,734,915,966,1027,1123,1274,1437,1759,2047,2397,2843,3443,4039,4662,5448,6110,6777,7589,8056,8628,8915,9113,9183,9114,8962,8430,8150,7743,7013,6290,5833,5191,4590,3930,3549,3088,2691,2346,2020,1797,1537,1389,1162,1098,934,870,846,756,631,602,532,482,404,428,387,349,318,332,286,258,258,268,214,236,195,199,177,174,157,173,135,130,133,133,106,108,88,90,80,90,76,75,69,65,37,70,42,46,37,35,49,44,34,44,35,32,27,693,0.46368253,2
200,14238,299325,159,chargeInner_PXLayer_1,3,205996,80000.0,0.0,100,1.0,0.0,1,0,0,0,73,320,602,796,781,924,1002,1184,1346,1400,1646,2011,2332,2934,3394,3926,4650,5272,6083,6778,7576,8176,8532,8939,8996,9171,9062,8749,8422,8095,7372,7024,6333,5584,5078,4456,3845,3487,3126,2642,2361,1965,1785,1528,1351,1203,1026,934,828,794,707,645,566,539,467,442,387,412,421,317,297,261,245,229,222,206,201,214,189,158,147,133,139,133,129,108,107,111,116,86,100,79,101,85,84,69,79,49,59,49,48,44,45,40,38,27,35,23,35,33,646,0.31716502,2
201,14239,299325,162,chargeInner_PXLayer_1,3,214445,80000.0,0.0,100,1.0,0.0,1,0,0,0,86,347,590,796,930,995,1009,1211,1409,1531,1721,2177,2451,2971,3534,4110,4800,5580,6427,7140,7681,8367,8812,9081,9406,9438,9473,9479,8828,8311,7723,7175,6552,5958,5330,4598,4030,3589,3145,2770,2380,2168,1810,1568,1360,1240,1128,1003,880,793,710,626,568,520,488,428,393,411,369,339,335,305,265,248,215,225,246,218,175,176,192,162,164,147,139,141,119,114,132,103,93,84,72,75,85,77,66,55,66,58,63,68,47,50,48,47,36,42,29,29,691,0.25102305,2
